,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
3707,"Jesus, Take The Wheel",Carrie Underwood,spotify:track:3lec3CzDPAxsZokPph5w87,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493,4,63.86251,9,1
3708,Big Green Tractor,Jason Aldean,spotify:track:4KAzYqfcijCSZa2P3etHoM,0.623,0.59,4,-5.013999999999999,1,0.027999999999999997,0.6459999999999999,0.0,0.295,0.579,137.071,204200,4,40.28119,9,1
3709,One Number Away,Luke Combs,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,0.544,0.7809999999999999,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4,55.66653,7,1
3710,Surrender - Hardcore Adrenaline Mix,Al Storm,spotify:track:4SMIR6275kzwOjgLt0SOgJ,0.6609999999999999,0.825,11,-3.343,1,0.0741,0.00275,6.4e-05,0.084,0.11699999999999999,174.108,352759,4,22.969820000000002,18,0
3711,Boulevard Of Broken Dreams,Green Day,spotify:track:5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,0.005520000000000001,2.94e-05,0.0589,0.474,167.06,262333,4,50.03367,11,1
3712,Airwave - Album Cut,Rank 1,spotify:track:1MDkMu6fH1IIpkH3jxDT3j,0.483,0.8079999999999999,0,-10.662,1,0.0407,0.0027199999999999998,0.102,0.348,0.0388,136.029,299827,4,27.60052,12,0
3713,The Healing Process,Koh Lantana,spotify:track:23puVz6Rhiq8Wax9KxnZtW,0.24100000000000002,0.0553,3,-23.605,1,0.0336,0.9259999999999999,0.93,0.10800000000000001,0.0643,135.859,161442,1,22.19678,11,0
3714,Equinox of the Gods,Tiamat,spotify:track:32ylXT6Cdx982UZgwUWvBF,0.474,0.968,9,-1.8519999999999999,1,0.0689,0.00675,0.0217,0.405,0.141,126.04299999999999,275160,4,61.65213000000001,9,0
3715,Therapeutin,Pöbel MC,spotify:track:5077HQrSdwaPAnomKXmPEc,0.541,0.745,0,-8.199,1,0.596,0.172,0.0,0.18899999999999997,0.276,185.96599999999998,258962,4,76.18939,10,0
3716,The Nomad - 2015 Remaster,Iron Maiden,spotify:track:6nHgmA3yNGFoGEEc6689Px,0.33799999999999997,0.915,9,-3.98,1,0.0449,0.0712,0.000266,0.603,0.40399999999999997,128.85299999999998,546040,4,46.9711,21,0
3717,Ocean,Martin Garrix Featuring Khalid,spotify:track:3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4,42.87802,11,1
3718,Yeah Yeah U Know It,Keith Murray Featuring Def Squad,spotify:track:5esehebwL9cDOzsQ2xuO2j,0.5670000000000001,0.871,10,-7.022,0,0.444,0.132,0.0,0.0824,0.7040000000000001,92.889,279453,4,24.0047,11,1
3719,薔薇と彼女の王子,Heartsrevolution,spotify:track:74VcHeWMHz05YEH5vFVbdo,0.499,0.562,0,-9.957,0,0.0433,0.62,0.696,0.17300000000000001,0.375,171.00599999999997,148987,4,71.83749,6,0
3720,Carlene,Phil Vassar,spotify:track:339hc1FygD8oJl4kg24IjG,0.5870000000000001,0.88,4,-5.725,1,0.0324,0.0784,0.0,0.182,0.778,129.222,246240,4,20.93198,10,1
3721,Helden (feat. Till Lindemann),Apocalyptica,spotify:track:1s1rBeCVohg6MoHo4zUZ3d,0.442,0.835,9,-4.486000000000001,0,0.0409,0.000147,0.595,0.0953,0.0393,113.039,258840,4,39.72753,9,0
3722,Ain't Worried About Nothin,French Montana,spotify:track:0UAmPUdpTRq8w54B3H8TzY,0.688,0.904,1,-2.234,1,0.106,0.0229,0.0,0.0909,0.71,127.887,212427,4,32.450990000000004,11,1
3723,Take My Breath Away,Jessica Simpson,spotify:track:7AHZb0GnILBBitj0MxObO5,0.568,0.607,7,-6.006,1,0.0271,0.252,0.0,0.25,0.405,99.69200000000001,195347,4,50.09753,8,1
3724,Die For Me,Post Malone Featuring Future & Halsey,spotify:track:2C6WXnmZ66tHhHlnvwePiK,0.614,0.66,0,-2.8480000000000003,1,0.0441,0.19,0.0,0.21100000000000002,0.452,145.01,245267,4,40.18396,12,1
3725,Rise the Wrath of Satan,Invincible Force,spotify:track:4kTr911YHfcLg8rqdAP2nr,0.18600000000000003,0.98,6,-6.763,1,0.40700000000000003,0.0575,0.9209999999999999,0.35200000000000004,0.038,176.72299999999998,179480,3,38.550509999999996,8,0
3726,Nice Try,The Rival Mob,spotify:track:4N13JB38Fsjuag25RMBrUV,0.235,0.789,7,-7.6129999999999995,1,0.0519,2.32e-06,0.92,0.192,0.324,139.35,73107,4,34.965379999999996,4,0
3727,Symbolic,Death,spotify:track:1mky5yS3UEpwpRkdFQhYMj,0.364,0.982,6,-7.034,0,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,4,27.75269,19,0
3728,Ordinary Day,Vanessa Carlton,spotify:track:6kcEeXcDca8oe9dlvYeGmI,0.371,0.6659999999999999,0,-3.3360000000000003,1,0.0301,0.244,0.0,0.151,0.449,185.476,238440,3,30.93041,12,1
3729,Twin Peaks Twist,Messer Chups,spotify:track:6ORuHaU0JoaI2SpdbwmNSo,0.561,0.33399999999999996,5,-9.387,1,0.23800000000000002,0.787,0.161,0.146,0.312,172.146,203333,4,24.05124,8,0
3730,Dirty Picture,Taio Cruz Featuring Ke$ha,spotify:track:7s4USejbr9Kqj7PpG8Yh6J,0.7190000000000001,0.687,1,-5.922999999999999,1,0.0643,0.021,0.0,0.109,0.544,119.92,219520,4,33.72779,11,1
3731,100 Years,Five For Fighting,spotify:track:2lFlveK1y13WWp3vnQtrr3,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.17800000000000002,0.275,120.507,244600,4,48.01997,9,1
3732,The Fractal Effect,After The Burial,spotify:track:0xMI55IEqGzZlJmmB1EVYe,0.45399999999999996,0.986,5,-3.927,1,0.179,9.55e-06,0.38,0.154,0.163,109.76799999999999,230720,4,33.25201,8,0
3733,Conjuring the Dead,Belphegor,spotify:track:2IYdYAkdE9IUC0TwehJzQ4,0.462,0.968,0,-5.117,1,0.156,1.24e-05,0.603,0.0631,0.0418,124.945,273715,4,65.60265,11,0
3734,"Save Me, San Francisco",Train,spotify:track:7gA5OQWsvAY7HhazroFuwI,0.639,0.938,2,-2.7289999999999996,1,0.0433,0.0531,0.0,0.617,0.8859999999999999,112.012,249427,4,39.54707,7,1
3735,Gopher,Yma Sumac,spotify:track:081siJKg4YrdaluvnBUEhn,0.614,0.516,5,-7.126,0,0.11599999999999999,0.8109999999999999,2.9999999999999997e-05,0.0796,0.83,153.234,136520,4,25.36003,9,0
3736,Thrash Till Death,Destruction,spotify:track:1X6PI85wbNYLFRAQX6SgeB,0.145,0.988,1,-3.1310000000000002,1,0.0833,4.68e-06,0.00755,0.293,0.215,187.88,263533,4,21.287,14,0
3737,Keep Your Head Up,Andy Grammer,spotify:track:4Jz4bjXeiF2SXVj9P4YfY5,0.674,0.778,0,-5.367000000000001,1,0.0376,0.0469,0.0,0.145,0.816,90.01,189933,4,30.54427,9,1
3738,Way Of Life,Lil Wayne,spotify:track:2ZoKMVQaFYnOsKeHbzSqLy,0.877,0.784,9,-4.146,0,0.298,0.0247,0.0,0.0792,0.6859999999999999,97.89,239800,4,48.77537,9,1
3739,"Dear Friend,",Dayglow,spotify:track:6pjBrkKAwZn8qC77Lqags7,0.436,0.381,0,-10.92,1,0.0425,0.948,0.0176,0.113,0.331,88.16,142125,4,51.715920000000004,6,0
3740,Classic,MKTO,spotify:track:6FE2iI43OZnszFLuLtvvmg,0.72,0.7909999999999999,1,-4.689,1,0.124,0.0384,0.0,0.157,0.7559999999999999,102.071,175427,4,16.88537,9,1
3741,More & More,Joe,spotify:track:3Yylgs7Ifs7vLQ84e71RFA,0.7,0.508,5,-7.32,0,0.0577,0.18899999999999997,0.0,0.0938,0.46399999999999997,139.974,223693,4,38.86206,11,1
3742,Eclipse (Corona Of The Sun),Dol Ammad,spotify:track:2nu1wORaGp31BD50qgkmw9,0.395,0.82,10,-7.542999999999999,0,0.0754,9.109999999999999e-05,0.361,0.10800000000000001,0.106,179.98,266613,4,36.0576,12,0
3743,You And Your Heart,Jack Johnson,spotify:track:3daDd8yhWLgeWyCeZp9eIj,0.7809999999999999,0.5710000000000001,2,-5.999,1,0.0315,0.365,0.00044,0.0787,0.863,107.07,192853,4,72.6005,5,1
3744,Medicine,Queen Naija,spotify:track:4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,8,-8.437000000000001,0,0.324,0.24,0.0,0.11800000000000001,0.13,116.06,219136,4,34.29238,12,1
3745,Aurora,Sunn 0))),spotify:track:0RyrhOYABKnrN0cQFq9YNG,0.152,0.0494,4,-10.617,1,0.0463,0.198,0.867,0.0634,0.0336,82.82600000000001,1146928,4,43.42511,57,0
3746,Myth,Beach House,spotify:track:5UFt0wpIRFSYTIPjZny4u9,0.44799999999999995,0.733,3,-6.2379999999999995,1,0.0292,0.0369,0.0425,0.16899999999999998,0.40700000000000003,142.00799999999998,258653,4,31.50008,10,0
3747,Bait A Hook,Justin Moore,spotify:track:6cAxSUPzHyywECgGSvoLyf,0.6679999999999999,0.7809999999999999,1,-6.151,1,0.0267,0.0191,0.0,0.113,0.695,105.945,208493,4,33.3315,9,1
3748,Nothing Like Us,Justin Bieber,spotify:track:30Co9eN7JHPf1i2wEyVSMJ,0.529,0.155,0,-14.378,1,0.0428,0.987,6.02e-05,0.18,0.511,72.024,199800,4,34.773070000000004,9,1
3749,Karuna,Faun,spotify:track:6f5ObEb2Olb9mxDLo7AmWm,0.311,0.595,7,-6.45,0,0.0299,0.556,0.46799999999999997,0.157,0.474,141.496,201653,5,36.38022,11,0
3750,Rocking Metal Sluts,Barbatos,spotify:track:1PlslM4umMpnROOoy9vseF,0.318,0.987,0,-4.202,0,0.10800000000000001,3.04e-05,0.858,0.198,0.33399999999999996,140.256,149867,4,23.44724,8,0
3751,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.575,0.5710000000000001,1,-7.906000000000001,1,0.0439,0.0558,0.0,0.0912,0.449,105.04899999999999,197947,4,25.91327,8,1
3752,She Was,Mark Chesnutt,spotify:track:3EhEA0wiWPhqfjbaSHIxan,0.39799999999999996,0.54,3,-9.31,1,0.0276,0.0118,0.0,0.0684,0.447,177.168,201173,4,24.843000000000004,13,1
3753,Wish You Were Here - Handz Up Club Mix,Jan Wayne,spotify:track:3Tr41z3yEkW1KfdWOdLFPG,0.583,0.977,5,-7.232,0,0.0565,0.000226,0.0572,0.0757,0.5920000000000001,145.01,340596,4,33.94665,14,0
3754,teachme,Musiq Soulchild,spotify:track:0ODFPypnJLE6hKgahiuSzn,0.499,0.61,8,-5.11,0,0.135,0.473,0.0,0.0722,0.436,172.96900000000002,260773,3,37.148109999999996,12,1
3755,Got Some Teeth,Obie Trice,spotify:track:7tszeVkfxO5ISkjZWpIG88,0.785,0.8640000000000001,10,-2.955,0,0.192,0.19,9.19e-06,0.345,0.7759999999999999,106.495,227027,4,28.293909999999997,12,1
3756,Numb,Usher,spotify:track:0IGqnANwfZgUFpoPRXQxFj,0.5770000000000001,0.687,8,-7.601,1,0.0471,0.0113,4.42e-06,0.11199999999999999,0.29100000000000004,124.956,225520,4,34.2352,7,1
3757,Concubine,Converge,spotify:track:1ui9EPnCqTurWbYICi9Gld,0.20600000000000002,0.968,9,-3.648,0,0.201,0.000309,0.009590000000000001,0.253,0.187,168.11599999999999,79333,4,34.99892,4,0
3758,Talkin' To Me,Amerie,spotify:track:72Oh7sKJUEINkQnoPO4kHS,0.7440000000000001,0.406,8,-6.377999999999999,0,0.0722,0.113,0.0,0.0316,0.725,89.94200000000001,234707,4,24.82177,11,1
3759,Ocean,TK Kravitz Featuring Jacqueez,spotify:track:2yI8omCrTAyrTcK7NRppu7,0.7090000000000001,0.264,1,-17.695999999999998,0,0.18600000000000003,0.268,0.0,0.24,0.341,133.858,219437,4,42.85261,11,1
3760,Brave,Sara Bareilles,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4,37.34106,10,1
3761,U Make Me Wanna,Jadakiss Featuring Mariah Carey,spotify:track:66PlVvBwKgTseZ1vCU3e46,0.6859999999999999,0.818,5,-5.111000000000001,0,0.24100000000000002,0.0374,0.0,0.32899999999999996,0.633,83.182,293800,4,46.23527,14,1
3762,Revolution,Dub Inc.,spotify:track:6pTKpGIsgQU0slP1dJOrLi,0.7170000000000001,0.631,0,-6.104,1,0.0841,0.0741,0.0,0.21,0.529,171.97799999999998,333613,4,42.80373,12,0
3763,Either Way,Chris Stapleton,spotify:track:6Wo5YxkdXgwzKQZbDg2r17,0.655,0.0645,4,-14.765,1,0.0429,0.8540000000000001,1.11e-05,0.107,0.278,129.399,248053,4,81.37089,7,1
3764,Cleaning This Gun (Come On In Boy),Rodney Atkins,spotify:track:292hQrFkBjVmbHRqGVqBta,0.514,0.7979999999999999,2,-3.6689999999999996,1,0.0494,0.0612,0.0,0.10400000000000001,0.677,145.995,226813,4,36.97279,12,1
3765,Good As Hell,Lizzo,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.98200000000001,159736,4,42.7758,7,1
3766,Anarchy Road,Carpenter Brut,spotify:track:76Y7zlowwANR9HfRIOiDoc,0.55,0.843,6,-3.0380000000000003,0,0.0375,0.0038399999999999997,0.294,0.319,0.204,107.005,213084,4,36.46358,7,0
3767,La Perla,Calle 13,spotify:track:47bZcj3dW5RMqtQd4ALyZl,0.73,0.68,7,-7.779,0,0.317,0.6940000000000001,0.0,0.20800000000000002,0.9670000000000001,90.12100000000001,415637,4,43.431709999999995,13,0
3768,Million Billion Trillion Coin - Original Mix,Remute,spotify:track:6aNQeG6brSf6oFWzYFGhKj,0.6729999999999999,0.8370000000000001,9,-6.585,0,0.0638,0.00137,0.903,0.12,0.792,122.99,240100,4,29.865159999999996,7,0
3769,Dance with the Devil,Left Boy,spotify:track:1jKHBfmXV8HEzJuQFLSYoB,0.917,0.7240000000000001,9,-5.135,0,0.11,0.203,0.00433,0.35,0.7659999999999999,119.961,162600,4,50.22596,8,0
3770,Wetter (Calling You Daddy),Twista Featuring Erika Shevon,spotify:track:0gPPfRl1qmyEuWQJVD2EW0,0.8,0.721,7,-8.935,1,0.10300000000000001,0.18,0.0,0.19399999999999998,0.684,123.29299999999999,245827,4,77.33667,10,1
3771,Sis. Anger,BABYMETAL,spotify:track:5AcGRZS8AlhijLiIS94RI8,0.504,0.977,2,-3.8310000000000004,1,0.23600000000000002,0.000126,0.6859999999999999,0.486,0.17,114.948,225387,4,32.79091,13,0
3772,Close Friends,Lil Baby,spotify:track:5nzhL67GpF9szXWg5y509A,0.6759999999999999,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.89600000000002,203881,4,34.41987,10,1
3773,What Makes You Beautiful,One Direction,spotify:track:4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0738,0.009000000000000001,0.0,0.0596,0.888,124.98899999999999,199987,4,19.86214,9,1
3774,Paranoid Android I,Brad Mehldau,spotify:track:5Jz6iIgLRx5huCdlM8QDts,0.389,0.127,7,-16.157,0,0.0392,0.99,0.958,0.111,0.0807,74.023,101387,1,36.44766,4,0
3775,lovers’ carvings,Bibio,spotify:track:3JeT6Xcv6MlEHHylk8SKQ1,0.5579999999999999,0.47,7,-5.5,1,0.0316,0.68,0.914,0.532,0.42700000000000005,118.06,238640,4,47.39928,7,0
3776,Ass Up - Groove Coverage Remix Edit,Baracuda,spotify:track:7382QlvNYPQz0InULkoO46,0.6940000000000001,0.653,11,-7.041,0,0.0376,0.00223,0.000176,0.0613,0.51,129.975,248347,4,43.92458,9,0
3777,Empathy's Greed,Novembers Doom,spotify:track:4odAcwa3a6AhR6dxZVzImg,0.226,0.948,10,-5.62,1,0.0713,7.35e-06,0.0983,0.10800000000000001,0.0828,102.523,377947,3,51.644290000000005,12,0
3778,East Tennesse Blues,Bill Monroe,spotify:track:4KVkKbx2aMcDXiiZQKzmCq,0.424,0.639,1,-19.469,1,0.0634,0.37799999999999995,0.266,0.444,0.975,159.088,173600,4,76.03829,8,0
3779,How Do You Get That Lonely,Blaine Larsen,spotify:track:2shSwyk8jmYnfedaOvQpU4,0.594,0.506,5,-5.487,1,0.0267,0.446,0.0,0.0616,0.268,135.809,248533,4,45.6971,14,1
3780,I Can't Love You Back,Easton Corbin,spotify:track:7tK1fO2PVs80OnVB1RSa89,0.565,0.449,11,-10.962,1,0.0284,0.341,1.31e-05,0.132,0.11900000000000001,134.039,245187,4,45.8665,8,1
3781,Raise a Hallelujah (Studio Version),Bethel Music,spotify:track:4LnHfZGEitmIVS17wndaUI,0.42,0.823,1,-4.888999999999999,1,0.0434,0.00985,0.0,0.10300000000000001,0.517,163.997,244040,4,29.29767,12,0
3782,Broken Clocks,SZA,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,0.684,0.6829999999999999,6,-7.3660000000000005,1,0.177,0.13,0.0,0.156,0.406,112.85600000000001,231253,4,34.68828,11,1
3783,Hear Me Calling,Juice WRLD,spotify:track:13ZyrkCDmRz5xY3seuAWYk,0.6990000000000001,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4,33.77431,9,1
3784,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,0.424,0.6609999999999999,2,-5.547000000000001,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533,4,25.72683,9,1
3785,One More Night,Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5,-3.4530000000000003,0,0.0323,0.0444,0.0,0.0846,0.613,92.99799999999999,219467,4,28.00648,9,1
3786,Let Me Down Easy,Billy Currington,spotify:track:1tZ5C8zI326sIB4kBErdmC,0.606,0.49700000000000005,1,-5.005,1,0.0278,0.361,0.0,0.106,0.18,125.059,228493,4,43.72122,11,1
3787,Very Busy People,The Limousines,spotify:track:0YwGvkp66ceMzXZDkM62YF,0.621,0.823,0,-3.96,1,0.028999999999999998,0.268,2.64e-05,0.114,0.5920000000000001,115.012,246520,4,83.82836,8,0
3788,Wednesday Night Prayer Meeting - Alternative Take,Charles Mingus,spotify:track:42IqaW4VDhFomQMojirykk,0.377,0.45299999999999996,5,-14.669,0,0.0636,0.45899999999999996,0.00268,0.0921,0.607,126.93,341333,3,35.14482,15,0
3789,Need A Boss,Shareefa Featuring Ludacris,spotify:track:684c3GEBYgNYtlrCkWGFVw,0.684,0.797,0,-5.406000000000001,0,0.361,0.0457,3.72e-06,0.275,0.565,84.012,234813,4,26.784240000000004,10,1
3790,Dumbledore's Farewell,Nicholas Hooper,spotify:track:0bmb8jg6ljmt8qBmIsMNvL,0.237,0.062,9,-22.176,0,0.0513,0.41700000000000004,0.893,0.17800000000000002,0.0357,114.738,142253,3,37.64359,6,0
3791,Liquor,Joey Trap,spotify:track:7G3HHk7baUu5YbR5UoYpOd,0.669,0.818,1,-2.585,1,0.0906,0.0428,0.0,0.146,0.536,137.02,262563,4,67.49365999999999,11,0
3792,Anthology (Daft Punk Tribute) (EFL092),OVERWERK,spotify:track:5rQNvwBagYhlgkHBvtgDAP,0.784,0.799,5,-6.7,0,0.065,0.00305,0.0013800000000000002,0.419,0.613,128.871,193440,4,28.444609999999997,12,0
3793,Rockstar,Post Malone Featuring 21 Savage,spotify:track:0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000002,218147,4,39.804190000000006,12,1
3794,Nothing On But The Radio,Gary Allan,spotify:track:3SRuODYNV4j2ckkJ9Samju,0.679,0.736,9,-5.954,1,0.026000000000000002,0.0572,9.25e-06,0.139,0.664,109.444,212027,4,18.81237,12,1
3795,When A Woman Loves,R. Kelly,spotify:track:67UivNNJwBPb8XS7r4fGmf,0.32799999999999996,0.447,5,-5.647,1,0.0515,0.498,0.0,0.174,0.40399999999999997,180.33599999999998,310560,3,31.647190000000002,11,1
3796,Pop,Katzenstreik,spotify:track:61u5FKoVE9gdQdmHUScFrZ,0.28,0.9309999999999999,7,-5.507000000000001,1,0.0843,0.000951,0.08900000000000001,0.0641,0.259,165.49400000000003,183653,4,42.51593,8,0
3797,Tones For Joan's Bones (Remastered),Blue Mitchell,spotify:track:6DwsN6BHMBmy8ZCpmmirGI,0.479,0.265,2,-13.305,1,0.0287,0.87,0.674,0.14800000000000002,0.22399999999999998,140.607,397933,4,23.99747,19,0
3798,Rockin' Around The Christmas Tree,Brenda Lee,spotify:track:2EjXfH91m7f8HiJN1yQg97,0.589,0.47200000000000003,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,4,33.91817,6,1
3799,Absolutely (Story Of A Girl),Nine Days,spotify:track:3mNecsYFb6LQg7822DPXCP,0.48100000000000004,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,189333,4,108.63056999999999,6,1
3800,Psychedelic,Krut,spotify:track:68mliPMAbHvwgqSyiKMrtu,0.565,0.706,9,-5.232,0,0.0417,0.179,0.0558,0.10400000000000001,0.332,133.899,200187,4,50.92467,8,0
3801,Cooler Than Me,Mike Posner,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,0.768,0.82,7,-4.63,0,0.0475,0.179,0.0,0.7040000000000001,0.625,129.969,213293,4,46.44425,6,1
3802,"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,spotify:track:6jDMlQsmDnKtusidx4P4p8,0.647,0.767,6,-6.497000000000001,1,0.203,0.00417,0.0,0.10300000000000001,0.537,157.925,216773,4,18.04081,9,1
3803,Freedom,Beyonce Featuring Kendrick Lamar,spotify:track:7aBxcRw77817BrkdPChAGY,0.43700000000000006,0.8029999999999999,2,-6.412000000000001,1,0.305,0.0376,0.0,0.6829999999999999,0.406,84.37799999999999,289760,4,17.70749,16,1
3804,Gold,Kiiara,spotify:track:6ZSO7kPn8IMJFymyticbJO,0.6,0.41200000000000003,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.04899999999999,225882,5,31.08028,11,1
3805,Some Cut,Trillville Featuring Cutty,spotify:track:71mDjdeVK9sqXmamMHaAfX,0.9009999999999999,0.512,1,-6.468,1,0.37,0.0027300000000000002,0.0,0.0979,0.638,85.012,283387,4,34.60301,10,1
3806,Better Be Women,Dwarves,spotify:track:52PBnl9FLMsWlD3nAvfCaG,0.5379999999999999,0.9329999999999999,9,-4.707,1,0.0429,0.005220000000000001,0.0,0.191,0.8,99.072,155760,4,40.08882,7,0
3807,Travelin' Soldier,Dixie Chicks,spotify:track:4NVS8Q502FVfuMQXNK2I7t,0.565,0.32299999999999995,9,-8.837,1,0.0273,0.634,0.0,0.214,0.501,145.904,342427,4,57.1785,16,1
3808,Kiss The Girl,Ashley Tisdale,spotify:track:77ltWp9xNbfhldXx3IEqVx,0.5920000000000001,0.7979999999999999,0,-3.196,1,0.0501,0.0654,0.0,0.14400000000000002,0.369,130.026,204467,4,43.45492,9,1
3809,Chinese Rocks (7” Version),Johnny Thunders,spotify:track:6gkB6DjTmqcmbq8T2j0q3J,0.33899999999999997,0.855,7,-5.808,1,0.0487,7.91e-05,0.0393,0.146,0.495,139.378,178907,4,43.40514,8,0
3810,Unconditionally,Katy Perry,spotify:track:4fwbGKNExPtPHbor1TBSY4,0.397,0.725,7,-4.862,1,0.043,0.00266,0.0,0.20800000000000002,0.358,128.861,228879,4,36.26399,8,1
3811,Es Dios - Feat Oscar Negron,7th Poet,spotify:track:0KfjpuucvWhHX2QKWRsxoe,0.8420000000000001,0.718,1,-7.856,1,0.204,0.625,0.0,0.35,0.915,97.95299999999999,207360,4,31.38502,9,0
3812,Youth,Troye Sivan,spotify:track:1cOyWWUr3oXJIxY0AjJEx9,0.628,0.737,7,-4.437,1,0.040999999999999995,0.0625,0.0,0.0777,0.5920000000000001,91.507,185194,4,32.21224,11,1
3813,Komodo - Tea Mix,Mauro Picotto,spotify:track:3CXxSXTg8101wL4P3GsFEw,0.745,0.657,4,-8.732000000000001,0,0.0469,0.0152,0.813,0.115,0.16,137.665,476440,4,42.96315,17,0
3814,For You,Kizz Daniel,spotify:track:1AEMEdv1kWi0Ya7Rf647f9,0.7879999999999999,0.45799999999999996,5,-7.294,0,0.185,0.44799999999999995,0.0,0.126,0.8029999999999999,97.88600000000001,237552,4,59.48059,13,0
3815,Different,Egypt Central,spotify:track:41dUgxAhFlmsdHAjMm0QAP,0.483,0.946,6,-3.7910000000000004,1,0.0506,1.0300000000000001e-05,0.00451,0.0934,0.594,99.895,187027,4,20.07254,7,0
3816,Cloudwalker,Horse The Band,spotify:track:2kwxqGVAO4QBaTHDpohE8g,0.303,0.934,2,-5.379,1,0.0767,6.670000000000001e-05,0.0969,0.11,0.114,132.744,288707,4,49.78768,11,0
3817,"Left, Right, Left",Drama,spotify:track:0vk5b6kj3QISHg4fpRPi6n,0.909,0.517,4,-11.017999999999999,1,0.165,0.00834,0.0,0.142,0.539,125.04799999999999,217427,4,42.47189,11,1
3818,Beer For My Horses,Toby Keith Duet With Willie Nelson,spotify:track:7E2DqvnVtbIrFrL5X6YH9Q,0.7170000000000001,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005,204000,4,30.96252,12,1
3819,Combat Rock,Sleater-Kinney,spotify:track:5y4ir3rrNj6SVZ19eVsFR6,0.45799999999999996,0.883,1,-3.88,0,0.0293,0.00868,0.00014099999999999998,0.175,0.7140000000000001,99.165,286933,4,46.96382,14,0
3820,Like You,Bow Wow Featuring Ciara,spotify:track:3jEqrIfwKO0M8ALu3TGilF,0.7140000000000001,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.01700000000001,205840,4,55.82818,8,1
3821,The Warning,Procession,spotify:track:5LN3YPwBZ5NYSjcYX3WrCt,0.525,0.9079999999999999,8,-8.501,1,0.064,0.00411,0.775,0.145,0.0372,123.964,146929,4,54.06965,6,0
3822,Lost Without U,Robin Thicke,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,0.664,0.35100000000000003,0,-12.136,1,0.11800000000000001,0.226,2.38e-06,0.106,0.816,113.204,254147,5,71.92873,13,1
3823,The One,Habstrakt,spotify:track:6U6nzpSvKxju6WA0Kojcxn,0.779,0.932,2,-3.568,1,0.255,0.00424,0.498,0.7340000000000001,0.21100000000000002,127.98299999999999,230288,4,29.27334,10,0
3824,No Le Hago Falta,Banda Los Recoditos,spotify:track:2bpmteM9wnfynV1MNkI898,0.742,0.4,8,-5.754,1,0.0357,0.33399999999999996,1.56e-05,0.105,0.705,125.854,166773,4,49.16851,6,0
3825,Telephone,Glee Cast,spotify:track:4W2GicHr49W6pjCPfKf8ih,0.7290000000000001,0.805,5,-5.183,0,0.0329,0.0036299999999999995,3.08e-06,0.11,0.7490000000000001,122.021,222960,4,23.94983,12,1
3826,Jazz,Leron Thomas,spotify:track:4BZk2ednDl35V8jbPsv1Ti,0.48100000000000004,0.0112,1,-31.868000000000002,1,0.0418,0.9359999999999999,0.4,0.10800000000000001,0.0569,88.113,108267,3,38.39678,7,0
3827,"Cello Suite No. 2 in D Minor, BWV 1008: V. Menuet I-II",Johann Sebastian Bach,spotify:track:6jHeEGUqmpGPcQsOUhlyeF,0.48,0.0161,2,-28.364,0,0.0498,0.9440000000000001,0.863,0.114,0.5489999999999999,127.93799999999999,179787,3,38.390879999999996,8,0
